planner,selected_score,selected_model_return,selected_true_return,samples_evaluated,first_action,selected_tail_gap,elite_model_error_mean,elite_pocket_mean,elite_disagreement_mean,elite_diversity,proposal_drift,proposal_std_mean,config,seed,optimal_true_return,repair,regret
learned_cem_uncertainty,4.470604044317471,4.7247255831578645,5.076422092660108,768,1.0,-0.3516965095022435,-0.06594396415606496,1.6702700485408178e-13,0.28542352695628137,0.17086515093819682,1.9549007302804007,0.22212469621965591,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 192, 'elite_fraction': 0.1, 'iterations': 4, 'seed': 2, 'init_std': 0.82, 'min_std': 0.04, 'momentum': 0.0}",2,7.808287077220781,uncertainty,2.731864984560673
learned_cem_calibrated,4.618398959456185,4.798756397132837,5.088691539186559,768,0.9529314117488115,-0.2899351420537224,-0.2687610559696125,7.063707373253081e-15,0.27527740086550595,0.11749620478044702,1.8951594274777777,0.11749620478044702,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 192, 'elite_fraction': 0.1, 'iterations': 4, 'seed': 2, 'init_std': 0.82, 'min_std': 0.04, 'momentum': 0.0}",2,7.808287077220781,calibrated,2.7195955380342216
learned_best_of_n,3.897525532146221,3.897525532146221,5.512408817257301,192,0.8089299066107571,-1.6148832851110795,-0.4083304426360657,0.0013324947929456532,0.16939112661974,0.5301110101487085,1.159786351644865,0.5301110101487085,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 192, 'elite_fraction': 0.1, 'iterations': 4, 'seed': 3, 'init_std': 0.82, 'min_std': 0.04, 'momentum': 0.0}",3,7.804156688821096,,2.2917478715637953
learned_cem,4.54221732550043,4.54221732550043,2.7914285258142395,768,0.8281028333315477,1.7507887996861906,1.3397580051099687,1.0801165961887956e-14,0.3424149936103157,0.10494524421506103,2.0989158700614,0.10494524421506103,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 192, 'elite_fraction': 0.1, 'iterations': 4, 'seed': 3, 'init_std': 0.82, 'min_std': 0.04, 'momentum': 0.0}",3,7.804156688821096,none,5.012728163006857
learned_cem_uncertainty,4.280857143787325,4.5181897690580834,3.4959328717632823,768,0.770151094360886,1.0222568972948012,0.08643887072173603,3.138931386125298e-13,0.26385389454318015,0.16094394930341147,1.961210986573878,0.2092271340944349,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 192, 'elite_fraction': 0.1, 'iterations': 4, 'seed': 3, 'init_std': 0.82, 'min_std': 0.04, 'momentum': 0.0}",3,7.804156688821096,uncertainty,4.308223817057813
learned_cem_calibrated,4.38600099758548,4.53450586373602,4.689648120790268,768,0.8069839691821353,-0.15514225705424778,0.08234679972245688,2.364704724408849e-14,0.23970004782657123,0.10609010974425571,1.9053675741930376,0.10609010974425571,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 192, 'elite_fraction': 0.1, 'iterations': 4, 'seed': 3, 'init_std': 0.82, 'min_std': 0.04, 'momentum': 0.0}",3,7.804156688821096,calibrated,3.1145085680308284
learned_best_of_n,3.4177261682161393,3.4177261682161393,3.9415190059942526,192,0.9540961544213423,-0.5237928377781134,-0.4350980128857972,0.0008211338474813862,0.15177138867970938,0.5256541158619253,1.2259947575061694,0.5256541158619253,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 192, 'elite_fraction': 0.1, 'iterations': 4, 'seed': 4, 'init_std': 0.82, 'min_std': 0.04, 'momentum': 0.0}",4,7.804455691590326,,3.8629366855960736
learned_cem,4.944997522313978,4.944997522313978,2.810809915056134,768,0.8499738169620902,2.134187607257844,1.5250264149010582,3.630312323066904e-15,0.3814068993695024,0.09066144081584904,2.0951012991327307,0.09066144081584904,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 192, 'elite_fraction': 0.1, 'iterations': 4, 'seed': 4, 'init_std': 0.82, 'min_std': 0.04, 'momentum': 0.0}",4,7.804455691590326,none,4.993645776534192
learned_cem_uncertainty,4.618968706509585,4.851391709687547,4.771187511667867,768,0.9246371860133872,0.08020419801968082,0.4429798782462534,2.3118621332120634e-15,0.291178334639754,0.14431434745709648,1.9963869226358584,0.18760865169422541,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 192, 'elite_fraction': 0.1, 'iterations': 4, 'seed': 4, 'init_std': 0.82, 'min_std': 0.04, 'momentum': 0.0}",4,7.804455691590326,uncertainty,3.0332681799224597
learned_cem_calibrated,4.708525965098479,4.891675001991287,4.456121905090517,768,0.8686068711243854,0.4355530969007706,0.3958336560687298,3.2324290092403145e-15,0.28107009165913255,0.0955632336678446,1.9470735392713447,0.0955632336678446,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 192, 'elite_fraction': 0.1, 'iterations': 4, 'seed': 4, 'init_std': 0.82, 'min_std': 0.04, 'momentum': 0.0}",4,7.804455691590326,calibrated,3.3483337864998095
learned_best_of_n,3.4437455069882312,3.4437455069882312,3.243888809171831,192,1.0,0.19985669781640025,-0.24778627968220754,0.00019477808179698943,0.1903974456311039,0.501188423911827,1.195405126441321,0.501188423911827,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 192, 'elite_fraction': 0.1, 'iterations': 4, 'seed': 5, 'init_std': 0.82, 'min_std': 0.04, 'momentum': 0.0}",5,7.804698294000145,,4.560809484828314
learned_cem,4.4873717956559585,4.4873717956559585,3.4454756671372597,768,0.8677649574080583,1.0418961285186987,0.37621945834496917,4.771753427156703e-15,0.2649763131135693,0.09845148233113653,2.0097307652928347,0.09845148233113653,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 192, 'elite_fraction': 0.1, 'iterations': 4, 'seed': 5, 'init_std': 0.82, 'min_std': 0.04, 'momentum': 0.0}",5,7.804698294000145,none,4.359222626862886
learned_cem_uncertainty,4.210566461276754,4.44059285042234,4.292510282882779,768,0.9100312493464217,0.14808256753956162,0.7972131578560241,3.731650672605817e-15,0.2426792801815736,0.13773074799499618,2.122257643846589,0.17904997239349502,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 192, 'elite_fraction': 0.1, 'iterations': 4, 'seed': 5, 'init_std': 0.82, 'min_std': 0.04, 'momentum': 0.0}",5,7.804698294000145,uncertainty,3.5121880111173667
learned_cem_calibrated,4.294673177131784,4.489486383050232,3.615812826889901,768,0.9056540149046516,0.8736735561603308,0.23966450402636794,1.968352244735845e-15,0.2661608725560496,0.09641190448988687,1.9958136041471435,0.09641190448988687,"{'horizon': 8, 'action_dim': 1, 'action_low': -1.0, 'action_high': 1.0, 'population': 192, 'elite_fraction': 0.1, 'iterations': 4, 'seed': 5, 'init_std': 0.82, 'min_std': 0.04, 'momentum': 0.0}",5,7.804698294000145,calibrated,4.188885467110245
